"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Mc Gregory Contreras","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".195",".228",".423",".187","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917178"
"Frankeny Fernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".206",".212",".418",".187","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828303"
"Johan Sala","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".201",".222",".422",".187","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872543"
"Carlos Mosquera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".198",".224",".422",".187","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828181"
"Victor Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".198",".225",".423",".187","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872455"
"Felix Abreu","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".197",".226",".423",".187","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917372"
"Danny Tovar","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".198",".222",".420",".187","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917407"
"Juan Carlos Negret","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".196",".228",".424",".187","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003430"
"Jose Gonzalez","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".198",".223",".421",".187","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa826651"
"Markel Jones","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".200",".215",".415",".186","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918877"
"Rafael Rincones","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".198",".221",".419",".186","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917161"
"Nic Pierre","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".194",".229",".423",".186","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827977"
"Cristhian Vasquez","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".199",".220",".419",".186","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa837638"
"Torii Hunter","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".199",".222",".421",".186","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738667"
"Tirso Ornelas","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".200",".216",".416",".186","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004048"
"Marcos Estevez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".195",".223",".418",".186","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917164"
"Jevi Hernandez","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".191",".234",".425",".186","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003415"
"Caldioli Sanfler","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".199",".218",".417",".186","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002621"
"Zeke White","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".197",".219",".416",".186","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874992"
"Thomas Jones","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".201",".209",".410",".186","","9","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917968"
"Rolando Lebron","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".193",".227",".420",".186","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917478"
"Fernando Diaz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".199",".213",".413",".185","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827966"
"Jonathan Sierra","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".200",".217",".416",".185","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917303"
"Lazaro Armenteros","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".193",".225",".419",".185","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa969091"
"Renaigel Martis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".194",".224",".418",".185","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917289"
"Angel Santos","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".197",".216",".414",".185","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872748"
"Julio Pena","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".189",".233",".422",".185","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa596961"
"Aldemar Burgos","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".193",".228",".420",".185","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875196"
"Marfrey Ortega","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".195",".221",".415",".185","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917015"
"Alexander Santana","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".187",".235",".422",".185","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003247"
"Jaffe Garcia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".144",".201",".207",".408",".185","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872747"
"Luis Brito","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".196",".220",".416",".185","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737205"
"Aldenis Sanchez","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".195",".224",".419",".185","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003222"
"Jose Jules","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".195",".223",".418",".185","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872519"
"Cristian Gomez","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".193",".229",".421",".185","","9","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917191"
"Felix Osorio","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".194",".223",".418",".185","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa832300"
"Luis Ubiera","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".198",".216",".414",".185","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828340"
"Dixon Gutierrez","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".196",".220",".416",".185","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917131"
"Josh Magee","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".203",".203",".406",".185","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875047"
"Hansel Jimenez","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".197",".217",".414",".185","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872447"
"Luis De La Rosa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".189",".230",".419",".184","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa882195"
"Juan Araujo","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".191",".226",".417",".184","","0","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872456"
"Evan Alexander","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".192",".224",".416",".184","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918444"
"Landerson Pena","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".193",".225",".418",".184","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa923122"
"Moises Gomez","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".194",".223",".417",".184","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875163"
"Francisco Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".193",".220",".413",".184","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827946"
"Seuly Matias","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".192",".228",".420",".184","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917039"
"Frank Califano","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".196",".219",".415",".184","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875771"
"Leobaldo Cabrera","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".196",".220",".415",".184","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872551"
"Jose Caraballo","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".189",".230",".419",".184","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828151"
"Romer Cuadrado","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".195",".218",".413",".184","","9","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872527"
"Hector Hernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".197",".214",".411",".184","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827078"
"Santo Falcon","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".194",".221",".415",".184","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872762"
"Rayneldy Rosario","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".194",".221",".416",".184","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa916704"
"Nick Kaye","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".198",".208",".407",".184","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875622"
"Grabiel Jimenez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".197",".215",".412",".184","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828200"
"Mikey Edie","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".196",".217",".413",".184","","9","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827967"
"Pablo Abreu","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".191",".224",".415",".183","","3","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003329"
"Daniel Franco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".195",".220",".415",".183","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736907"
"Zach Jarrett","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".190",".226",".416",".183","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002883"
"Miguel Hernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".189",".227",".416",".183","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736935"
"Sanel Rosendo","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".192",".220",".412",".183","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872476"
"Julio Cabrera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".191",".223",".414",".183","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872781"
"Elias Arias","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".193",".219",".413",".183","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827936"
"Jimmy Mojica","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".193",".223",".416",".183","","3","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003260"
"Erick Mordock","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".201",".209",".410",".183","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872497"
"Antonio Sucre","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".187",".228",".415",".183","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003186"
"Oscateri Castillo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".191",".221",".413",".183","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa916703"
"Juan Avila","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".193",".218",".411",".183","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa832570"
"Jean Eusebio","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".195",".212",".407",".182","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003416"
"Albert Guaimaro","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".191",".221",".412",".182","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917084"
"Darwin Alvarado","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".194",".215",".408",".182","","2","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917013"
"Jacy Cave","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".190",".222",".412",".182","","-1","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875761"
"Raul Beracierta","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".192",".219",".411",".182","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917116"
"Jansiel Rivera","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".192",".217",".408",".182","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918498"
"Francis Martinez","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".190",".221",".411",".182","","-1","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828284"
"Anthony Coronado","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".187",".227",".413",".181","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003314"
"Brayan Morales","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".194",".212",".406",".181","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918374"
"Dayon Olmo","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".190",".219",".409",".181","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828266"
"Yordi Francisco","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".190",".221",".411",".181","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917144"
"Angel De Leon","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".189",".217",".406",".181","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa831806"
"Steward Berroa","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".188",".220",".409",".181","","2","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003276"
"Kwang-Min Kwon","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".190",".216",".407",".181","","2","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa943356"
"Cecilio Aybar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".193",".215",".408",".181","","3","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa834828"
"Dalgeli Diaz","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".187",".224",".411",".181","","-2","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002709"
"Hanleth Otano","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".189",".219",".408",".181","","3","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736620"
"Edinson Valdez","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".190",".219",".409",".181","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917115"
"Santiago Vital","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".188",".222",".410",".181","","3","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917019"
"Carlos Soler","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".190",".218",".408",".180","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003320"
"Cesar Cortez","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".190",".215",".405",".180","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917242"
"Terrance Robertson","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".194",".207",".401",".180","","2","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875582"
"Osvaldo Santilien","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".188",".219",".408",".180","","-3","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917312"
"Tristan Graham","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".187",".221",".409",".180","","1","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875350"
"Anderson Melendez","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".186",".224",".410",".180","","0","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003352"
"Carlos Talavera","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".193",".207",".400",".180","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa740415"
"Jonathan Amundaray","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".185",".223",".409",".179","","1","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873212"
"Jose Gutierrez","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".188",".220",".407",".179","","2","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917301"
"Drew Waters","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".187",".217",".405",".179","","3","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004378"
"Jean Carlos Soto","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".189",".216",".406",".179","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003342"
"Jonathan Rivera","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".186",".222",".408",".179","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828378"
